DBN,School Name,Year,Total Enrollment,Grade PK,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Other,% Other,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty
01M448,University Neighborhood High School,2010-11,488,0,0,0,0,0,0,0,0,0,0,120,150,103,115,213,43.6%,275,56.4%,110,22.5%,128,26.2%,232,47.5%,0,0.0%,18,3.7%,112,23.0%,55,11.3%,404,82.8%
01M448,University Neighborhood High School,2011-12,394,0,0,0,0,0,0,0,0,0,0,109,97,93,95,168,42.6%,226,57.4%,115,29.2%,89,22.6%,181,45.9%,0,0.0%,9,2.3%,86,21.8%,83,21.1%,343,87.1%
01M448,University Neighborhood High School,2012-13,331,0,0,0,0,0,0,0,0,0,0,89,86,66,90,133,40.2%,198,59.8%,96,29.0%,69,20.8%,150,45.3%,6,1.8%,10,3.0%,87,26.3%,76,23.0%,292,88.2%
01M448,University Neighborhood High School,2013-14,299,0,0,0,0,0,0,0,0,0,0,90,80,60,69,114,38.1%,185,61.9%,98,32.8%,75,25.1%,116,38.8%,2,0.7%,8,2.7%,78,26.1%,84,28.1%,272,91.0%
01M448,University Neighborhood High School,2014-15,304,0,0,0,0,0,0,0,0,0,0,102,100,51,51,115,37.8%,189,62.2%,92,30.3%,74,24.3%,125,41.1%,2,0.7%,11,3.6%,68,22.4%,66,21.7%,271,89.1%
01M450,East Side Community School,2010-11,599,0,0,0,0,0,0,0,73,77,67,112,92,94,84,280,46.7%,319,53.3%,48,8.0%,152,25.4%,339,56.6%,2,0.3%,58,9.7%,175,29.2%,42,7.0%,489,81.6%
01M450,East Side Community School,2011-12,598,0,0,0,0,0,0,0,92,73,76,101,93,77,86,271,45.3%,327,54.7%,58,9.7%,143,23.9%,331,55.4%,4,0.7%,62,10.4%,169,28.3%,31,5.2%,473,79.1%
01M450,East Side Community School,2012-13,636,0,0,0,0,0,0,0,87,87,75,112,99,99,77,301,47.3%,335,52.7%,63,9.9%,149,23.4%,355,55.8%,12,1.9%,57,9.0%,179,28.1%,18,2.8%,493,77.5%
01M450,East Side Community School,2013-14,649,0,0,0,0,0,0,0,90,89,82,101,100,91,96,320,49.3%,329,50.7%,64,9.9%,146,22.5%,370,57.0%,8,1.2%,61,9.4%,188,29.0%,12,1.8%,486,74.9%
01M450,East Side Community School,2014-15,666,0,0,0,0,0,0,0,103,91,87,94,101,93,97,313,47.0%,353,53.0%,62,9.3%,143,21.5%,376,56.5%,13,2.0%,72,10.8%,179,26.9%,8,1.2%,490,73.6%
01M458,Forsyth Satellite Academy,2010-11,213,0,0,0,0,0,0,0,0,0,0,105,54,54,0,117,54.9%,96,45.1%,3,1.4%,59,27.7%,136,63.8%,7,3.3%,8,3.8%,23,10.8%,4,1.9%,171,80.3%
01M458,Forsyth Satellite Academy,2011-12,224,0,0,0,0,0,0,0,0,0,0,131,49,44,0,127,56.7%,97,43.3%,5,2.2%,77,34.4%,133,59.4%,1,0.4%,8,3.6%,20,8.9%,9,4.0%,191,85.3%
01M458,Forsyth Satellite Academy,2012-13,225,0,0,0,0,0,0,0,0,0,0,58,75,49,43,112,49.8%,113,50.2%,5,2.2%,84,37.3%,125,55.6%,1,0.4%,10,4.4%,34,15.1%,12,5.3%,184,81.8%
01M458,Forsyth Satellite Academy,2013-14,224,0,0,0,0,0,0,0,0,0,0,28,70,66,60,120,53.6%,104,46.4%,5,2.2%,83,37.1%,127,56.7%,1,0.4%,8,3.6%,32,14.3%,10,4.5%,180,80.4%
01M458,Forsyth Satellite Academy,2014-15,179,0,0,0,0,0,0,0,0,0,0,29,49,47,54,102,57.0%,77,43.0%,2,1.1%,76,42.5%,97,54.2%,1,0.6%,3,1.7%,30,16.8%,16,8.9%,144,80.4%
01M509,Marta Valle High School,2010-11,370,0,0,0,0,0,0,0,0,0,0,103,115,74,78,188,50.8%,182,49.2%,39,10.5%,90,24.3%,234,63.2%,1,0.3%,6,1.6%,79,21.4%,52,14.1%,324,87.6%
01M509,Marta Valle High School,2011-12,367,0,0,0,0,0,0,0,0,0,0,143,100,51,73,197,53.7%,170,46.3%,34,9.3%,116,31.6%,209,56.9%,2,0.5%,6,1.6%,91,24.8%,42,11.4%,323,88.0%
01M509,Marta Valle High School,2012-13,367,0,0,0,0,0,0,0,0,0,0,146,124,47,50,219,59.7%,148,40.3%,33,9.0%,136,37.1%,185,50.4%,3,0.8%,10,2.7%,89,24.3%,36,9.8%,318,86.6%
01M509,Marta Valle High School,2013-14,401,0,0,0,0,0,0,0,0,0,0,150,109,77,65,243,60.6%,158,39.4%,26,6.5%,165,41.1%,196,48.9%,7,1.7%,7,1.7%,97,24.2%,33,8.2%,337,84.0%
01M509,Marta Valle High School,2014-15,363,0,0,0,0,0,0,0,0,0,0,112,119,52,80,206,56.7%,157,43.3%,21,5.8%,145,39.9%,185,51.0%,2,0.6%,10,2.8%,101,27.8%,33,9.1%,307,84.6%
01M515,Lower East Side Preparatory High School,2010-11,573,0,0,0,0,0,0,0,0,0,0,0,289,204,80,251,43.8%,322,56.2%,537,93.7%,12,2.1%,20,3.5%,1,0.2%,3,0.5%,3,0.5%,489,85.3%,573,100.0%
01M515,Lower East Side Preparatory High School,2011-12,562,0,0,0,0,0,0,0,0,0,0,0,261,209,92,260,46.3%,302,53.7%,476,84.7%,29,5.2%,50,8.9%,2,0.4%,5,0.9%,7,1.2%,456,81.1%,562,100.0%
01M515,Lower East Side Preparatory High School,2012-13,513,0,0,0,0,0,0,0,0,0,0,0,215,148,150,226,44.1%,287,55.9%,401,78.2%,25,4.9%,73,14.2%,8,1.6%,6,1.2%,9,1.8%,401,78.2%,513,100.0%
01M515,Lower East Side Preparatory High School,2013-14,551,0,0,0,0,0,0,0,0,0,0,0,216,219,116,236,42.8%,315,57.2%,380,69.0%,48,8.7%,109,19.8%,9,1.6%,5,0.9%,13,2.4%,409,74.2%,551,100.0%
01M515,Lower East Side Preparatory High School,2014-15,528,0,0,0,0,0,0,0,0,0,0,0,181,192,155,228,43.2%,300,56.8%,343,65.0%,48,9.1%,125,23.7%,5,0.9%,7,1.3%,18,3.4%,379,71.8%,528,100.0%
01M539,"New Explorations into Science, Technology and Math",2010-11,1583,0,103,126,101,118,107,76,135,118,142,119,147,163,128,817,51.6%,766,48.4%,411,26.0%,192,12.1%,241,15.2%,14,0.9%,725,45.8%,47,3.0%,7,0.4%,496,31.3%
01M539,"New Explorations into Science, Technology and Math",2011-12,1613,0,100,107,139,110,114,107,149,126,117,117,123,147,157,819,50.8%,794,49.2%,448,27.8%,189,11.7%,229,14.2%,22,1.4%,725,44.9%,50,3.1%,4,0.2%,450,27.9%
01M539,"New Explorations into Science, Technology and Math",2012-13,1672,0,102,113,111,140,111,111,152,138,124,193,122,115,140,849,50.8%,823,49.2%,500,29.9%,173,10.3%,211,12.6%,51,3.1%,737,44.1%,59,3.5%,4,0.2%,486,29.1%
01M539,"New Explorations into Science, Technology and Math",2013-14,1725,0,98,111,112,116,138,112,156,138,134,179,196,123,112,885,51.3%,840,48.7%,559,32.4%,160,9.3%,195,11.3%,69,4.0%,742,43.0%,67,3.9%,5,0.3%,479,27.8%
01M539,"New Explorations into Science, Technology and Math",2014-15,1735,0,100,112,114,115,113,134,150,137,137,121,189,194,119,894,51.5%,841,48.5%,577,33.3%,158,9.1%,190,11.0%,88,5.1%,722,41.6%,63,3.6%,2,0.1%,474,27.3%
01M650,Cascades High School,2010-11,202,0,0,0,0,0,0,0,0,0,0,10,75,68,49,109,54.0%,93,46.0%,5,2.5%,87,43.1%,99,49.0%,1,0.5%,10,5.0%,13,6.4%,8,4.0%,169,83.7%
01M650,Cascades High School,2011-12,218,0,0,0,0,0,0,0,0,0,0,5,89,59,65,131,60.1%,87,39.9%,1,0.5%,99,45.4%,108,49.5%,1,0.5%,9,4.1%,15,6.9%,7,3.2%,167,76.6%
01M650,Cascades High School,2012-13,228,0,0,0,0,0,0,0,0,0,0,3,140,63,22,126,55.3%,102,44.7%,3,1.3%,96,42.1%,119,52.2%,3,1.3%,7,3.1%,18,7.9%,8,3.5%,183,80.3%
01M650,Cascades High School,2013-14,222,0,0,0,0,0,0,0,0,0,0,11,138,49,24,130,58.6%,92,41.4%,3,1.4%,100,45.0%,107,48.2%,1,0.5%,11,5.0%,19,8.6%,4,1.8%,176,79.3%
01M650,Cascades High School,2014-15,230,0,0,0,0,0,0,0,0,0,0,13,63,91,63,134,58.3%,96,41.7%,8,3.5%,89,38.7%,120,52.2%,2,0.9%,11,4.8%,19,8.3%,5,2.2%,170,73.9%
01M696,Bard High School Early College,2010-11,588,0,0,0,0,0,0,0,0,0,0,164,146,150,128,401,68.2%,187,31.8%,87,14.8%,84,14.3%,95,16.2%,9,1.5%,313,53.2%,6,1.0%,2,0.3%,145,24.7%
01M696,Bard High School Early College,2011-12,617,0,0,0,0,0,0,0,0,0,0,184,162,128,143,424,68.7%,193,31.3%,93,15.1%,93,15.1%,112,18.2%,12,1.9%,307,49.8%,6,1.0%,1,0.2%,147,23.8%
01M696,Bard High School Early College,2012-13,601,0,0,0,0,0,0,0,0,0,0,159,168,150,124,383,63.7%,218,36.3%,91,15.1%,93,15.5%,110,18.3%,9,1.5%,298,49.6%,4,0.7%,0,0.0%,152,25.3%
01M696,Bard High School Early College,2013-14,560,0,0,0,0,0,0,0,0,0,0,107,152,154,147,341,60.9%,219,39.1%,90,16.1%,77,13.8%,106,18.9%,19,3.4%,268,47.9%,4,0.7%,2,0.4%,162,28.9%
01M696,Bard High School Early College,2014-15,545,0,0,0,0,0,0,0,0,0,0,129,129,134,153,326,59.8%,219,40.2%,93,17.1%,94,17.2%,101,18.5%,9,1.7%,248,45.5%,6,1.1%,0,0.0%,185,33.9%
01M839,Tompkins Square Middle School,2010-11,389,0,0,0,0,0,0,0,128,125,136,0,0,0,0,197,50.6%,192,49.4%,92,23.7%,46,11.8%,185,47.6%,9,2.3%,57,14.7%,97,24.9%,29,7.5%,253,65.0%
01M839,Tompkins Square Middle School,2011-12,384,0,0,0,0,0,0,0,134,125,125,0,0,0,0,213,55.5%,171,44.5%,85,22.1%,64,16.7%,160,41.7%,12,3.1%,63,16.4%,90,23.4%,23,6.0%,259,67.4%
01M839,Tompkins Square Middle School,2012-13,383,0,0,0,0,0,0,0,127,131,125,0,0,0,0,209,54.6%,174,45.4%,83,21.7%,56,14.6%,175,45.7%,8,2.1%,61,15.9%,93,24.3%,18,4.7%,273,71.3%
01M839,Tompkins Square Middle School,2013-14,377,0,0,0,0,0,0,0,124,123,130,0,0,0,0,204,54.1%,173,45.9%,86,22.8%,58,15.4%,159,42.2%,9,2.4%,65,17.2%,101,26.8%,18,4.8%,261,69.2%
01M839,Tompkins Square Middle School,2014-15,368,0,0,0,0,0,0,0,123,123,122,0,0,0,0,191,51.9%,177,48.1%,81,22.0%,53,14.4%,149,40.5%,14,3.8%,71,19.3%,90,24.5%,13,3.5%,253,68.8%
02M001,P.S. 001 Alfred E. Smith,2010-11,544,53,81,87,87,74,69,93,0,0,0,0,0,0,0,237,43.6%,307,56.4%,374,68.8%,63,11.6%,91,16.7%,6,1.1%,10,1.8%,75,13.8%,234,43.0%,544,100.0%
02M001,P.S. 001 Alfred E. Smith,2011-12,518,54,83,86,78,82,68,67,0,0,0,0,0,0,0,241,46.5%,277,53.5%,366,70.7%,66,12.7%,81,15.6%,3,0.6%,2,0.4%,83,16.0%,198,38.2%,518,100.0%
02M001,P.S. 001 Alfred E. Smith,2012-13,515,51,83,81,82,71,78,69,0,0,0,0,0,0,0,240,46.6%,275,53.4%,358,69.5%,61,11.8%,92,17.9%,2,0.4%,2,0.4%,93,18.1%,188,36.5%,515,100.0%
02M001,P.S. 001 Alfred E. Smith,2013-14,496,53,70,73,77,76,68,79,0,0,0,0,0,0,0,236,47.6%,260,52.4%,338,68.1%,55,11.1%,97,19.6%,5,1.0%,1,0.2%,99,20.0%,161,32.5%,496,100.0%
02M001,P.S. 001 Alfred E. Smith,2014-15,465,57,69,64,61,67,79,68,0,0,0,0,0,0,0,214,46.0%,251,54.0%,310,66.7%,52,11.2%,95,20.4%,2,0.4%,6,1.3%,76,16.3%,146,31.4%,465,100.0%
02M002,P.S. 002 Meyer London,2010-11,832,36,117,128,138,134,135,144,0,0,0,0,0,0,0,389,46.8%,443,53.2%,688,82.7%,65,7.8%,61,7.3%,0,0.0%,18,2.2%,106,12.7%,386,46.4%,797,95.8%
02M002,P.S. 002 Meyer London,2011-12,816,35,123,122,130,143,126,137,0,0,0,0,0,0,0,394,48.3%,422,51.7%,679,83.2%,50,6.1%,67,8.2%,0,0.0%,20,2.5%,119,14.6%,375,46.0%,786,96.3%
02M002,P.S. 002 Meyer London,2012-13,823,35,147,121,134,132,135,119,0,0,0,0,0,0,0,398,48.4%,425,51.6%,696,84.6%,46,5.6%,65,7.9%,0,0.0%,16,1.9%,121,14.7%,365,44.3%,788,95.7%
02M002,P.S. 002 Meyer London,2013-14,822,35,118,150,124,130,125,140,0,0,0,0,0,0,0,392,47.7%,430,52.3%,707,86.0%,35,4.3%,66,8.0%,0,0.0%,14,1.7%,135,16.4%,387,47.1%,792,96.4%
02M002,P.S. 002 Meyer London,2014-15,760,33,96,116,149,120,127,119,0,0,0,0,0,0,0,355,46.7%,405,53.3%,651,85.7%,33,4.3%,64,8.4%,0,0.0%,12,1.6%,129,17.0%,331,43.6%,740,97.4%
02M003,P.S. 003 Charrette School,2010-11,720,74,99,139,116,108,81,103,0,0,0,0,0,0,0,340,47.2%,380,52.8%,40,5.6%,55,7.6%,104,14.4%,55,7.6%,466,64.7%,128,17.8%,25,3.5%,115,16.0%
02M003,P.S. 003 Charrette School,2011-12,813,84,175,116,134,114,108,82,0,0,0,0,0,0,0,402,49.4%,411,50.6%,49,6.0%,53,6.5%,118,14.5%,49,6.0%,544,66.9%,141,17.3%,28,3.4%,132,16.2%
02M003,P.S. 003 Charrette School,2012-13,782,53,129,162,107,123,109,99,0,0,0,0,0,0,0,379,48.5%,403,51.5%,60,7.7%,44,5.6%,114,14.6%,52,6.6%,512,65.5%,133,17.0%,27,3.5%,131,16.8%
02M003,P.S. 003 Charrette School,2013-14,808,48,126,130,163,108,120,113,0,0,0,0,0,0,0,394,48.8%,414,51.2%,57,7.1%,41,5.1%,106,13.1%,54,6.7%,550,68.1%,156,19.3%,31,3.8%,128,15.8%
02M003,P.S. 003 Charrette School,2014-15,809,51,112,142,122,159,111,112,0,0,0,0,0,0,0,393,48.6%,416,51.4%,52,6.4%,44,5.4%,95,11.7%,53,6.6%,565,69.8%,132,16.3%,36,4.4%,131,16.2%
02M006,P.S. 006 Lillie D. Blake,2010-11,809,0,159,125,149,141,117,118,0,0,0,0,0,0,0,377,46.6%,432,53.4%,82,10.1%,26,3.2%,81,10.0%,56,6.9%,564,69.7%,150,18.5%,14,1.7%,57,7.0%
02M006,P.S. 006 Lillie D. Blake,2011-12,789,0,122,158,120,138,140,111,0,0,0,0,0,0,0,364,46.1%,425,53.9%,83,10.5%,26,3.3%,82,10.4%,51,6.5%,547,69.3%,133,16.9%,19,2.4%,39,4.9%
02M006,P.S. 006 Lillie D. Blake,2012-13,782,0,125,130,151,115,132,129,0,0,0,0,0,0,0,364,46.5%,418,53.5%,77,9.8%,21,2.7%,81,10.4%,50,6.4%,553,70.7%,135,17.3%,20,2.6%,66,8.4%
02M006,P.S. 006 Lillie D. Blake,2013-14,751,0,122,136,130,134,108,121,0,0,0,0,0,0,0,354,47.1%,397,52.9%,78,10.4%,17,2.3%,66,8.8%,41,5.5%,549,73.1%,131,17.4%,11,1.5%,44,5.9%
02M006,P.S. 006 Lillie D. Blake,2014-15,726,0,117,126,136,126,126,95,0,0,0,0,0,0,0,335,46.1%,391,53.9%,82,11.3%,18,2.5%,54,7.4%,25,3.4%,547,75.3%,110,15.2%,21,2.9%,49,6.7%
02M011,P.S. 011 William T. Harris,2010-11,633,18,130,112,105,98,87,83,0,0,0,0,0,0,0,288,45.5%,345,54.5%,73,11.5%,79,12.5%,204,32.2%,18,2.8%,259,40.9%,129,20.4%,23,3.6%,280,44.2%
02M011,P.S. 011 William T. Harris,2011-12,700,18,139,138,111,117,93,84,0,0,0,0,0,0,0,323,46.1%,377,53.9%,91,13.0%,88,12.6%,210,30.0%,7,1.0%,304,43.4%,117,16.7%,22,3.1%,279,39.9%
02M011,P.S. 011 William T. Harris,2012-13,756,18,158,132,136,109,114,89,0,0,0,0,0,0,0,357,47.2%,399,52.8%,99,13.1%,86,11.4%,211,27.9%,16,2.1%,344,45.5%,102,13.5%,23,3.0%,271,35.8%
02M011,P.S. 011 William T. Harris,2013-14,820,18,158,158,139,134,102,111,0,0,0,0,0,0,0,373,45.5%,447,54.5%,105,12.8%,78,9.5%,221,27.0%,18,2.2%,398,48.5%,122,14.9%,25,3.0%,261,31.8%
02M011,P.S. 011 William T. Harris,2014-15,872,18,127,167,181,144,132,103,0,0,0,0,0,0,0,391,44.8%,481,55.2%,111,12.7%,64,7.3%,242,27.8%,31,3.6%,424,48.6%,120,13.8%,31,3.6%,253,29.0%
02M033,P.S. 033 Chelsea Prep,2010-11,381,34,64,77,61,52,38,55,0,0,0,0,0,0,0,191,50.1%,190,49.9%,79,20.7%,85,22.3%,151,39.6%,7,1.8%,59,15.5%,54,14.2%,41,10.8%,282,74.0%
02M033,P.S. 033 Chelsea Prep,2011-12,458,34,96,91,75,67,48,47,0,0,0,0,0,0,0,239,52.2%,219,47.8%,116,25.3%,75,16.4%,159,34.7%,26,5.7%,82,17.9%,62,13.5%,46,10.0%,293,64.0%
02M033,P.S. 033 Chelsea Prep,2012-13,516,35,93,104,92,70,72,50,0,0,0,0,0,0,0,261,50.6%,255,49.4%,123,23.8%,82,15.9%,183,35.5%,24,4.7%,104,20.2%,59,11.4%,36,7.0%,312,60.5%
02M033,P.S. 033 Chelsea Prep,2013-14,576,36,100,95,106,100,68,71,0,0,0,0,0,0,0,298,51.7%,278,48.3%,144,25.0%,84,14.6%,171,29.7%,37,6.4%,140,24.3%,71,12.3%,32,5.6%,300,52.1%
02M033,P.S. 033 Chelsea Prep,2014-15,634,36,102,113,92,113,109,69,0,0,0,0,0,0,0,321,50.6%,313,49.4%,158,24.9%,75,11.8%,197,31.1%,43,6.8%,161,25.4%,74,11.7%,30,4.7%,314,49.5%
02M040,P.S. 040 Augustus Saint-Gaudens,2010-11,589,36,117,101,84,90,83,78,0,0,0,0,0,0,0,289,49.1%,300,50.9%,71,12.1%,33,5.6%,80,13.6%,28,4.8%,377,64.0%,103,17.5%,15,2.5%,90,15.3%
02M040,P.S. 040 Augustus Saint-Gaudens,2011-12,615,34,118,107,100,76,96,84,0,0,0,0,0,0,0,304,49.4%,311,50.6%,67,10.9%,29,4.7%,88,14.3%,39,6.3%,392,63.7%,99,16.1%,14,2.3%,92,15.0%
02M040,P.S. 040 Augustus Saint-Gaudens,2012-13,649,36,130,108,110,96,78,91,0,0,0,0,0,0,0,328,50.5%,321,49.5%,73,11.2%,18,2.8%,85,13.1%,36,5.5%,437,67.3%,94,14.5%,14,2.2%,70,10.8%
02M040,P.S. 040 Augustus Saint-Gaudens,2013-14,594,0,123,104,96,107,90,74,0,0,0,0,0,0,0,283,47.6%,311,52.4%,59,9.9%,19,3.2%,81,13.6%,37,6.2%,398,67.0%,102,17.2%,7,1.2%,69,11.6%
02M040,P.S. 040 Augustus Saint-Gaudens,2014-15,624,18,116,114,97,96,96,87,0,0,0,0,0,0,0,313,50.2%,311,49.8%,57,9.1%,18,2.9%,85,13.6%,63,10.1%,401,64.3%,103,16.5%,9,1.4%,53,8.5%
02M041,P.S. 041 Greenwich Village,2010-11,757,0,139,152,120,118,120,108,0,0,0,0,0,0,0,372,49.1%,385,50.9%,76,10.0%,25,3.3%,65,8.6%,25,3.3%,566,74.8%,152,20.1%,9,1.2%,80,10.6%
02M041,P.S. 041 Greenwich Village,2011-12,782,0,130,133,153,125,123,118,0,0,0,0,0,0,0,388,49.6%,394,50.4%,81,10.4%,20,2.6%,60,7.7%,31,4.0%,590,75.4%,157,20.1%,13,1.7%,68,8.7%
02M041,P.S. 041 Greenwich Village,2012-13,801,33,125,126,130,151,119,117,0,0,0,0,0,0,0,412,51.4%,389,48.6%,82,10.2%,14,1.7%,76,9.5%,47,5.9%,582,72.7%,144,18.0%,18,2.2%,52,6.5%
02M041,P.S. 041 Greenwich Village,2013-14,791,30,126,125,123,122,147,118,0,0,0,0,0,0,0,406,51.3%,385,48.7%,79,10.0%,19,2.4%,71,9.0%,59,7.5%,563,71.2%,145,18.3%,12,1.5%,40,5.1%
02M041,P.S. 041 Greenwich Village,2014-15,757,35,100,134,122,116,116,134,0,0,0,0,0,0,0,388,51.3%,369,48.7%,71,9.4%,16,2.1%,72,9.5%,80,10.6%,518,68.4%,119,15.7%,11,1.5%,29,3.8%
02M042,P.S. 042 Benjamin Altman,2010-11,810,36,134,135,125,120,127,133,0,0,0,0,0,0,0,383,47.3%,427,52.7%,756,93.3%,10,1.2%,32,4.0%,0,0.0%,12,1.5%,101,12.5%,303,37.4%,810,100.0%
02M042,P.S. 042 Benjamin Altman,2011-12,806,35,145,139,129,122,110,126,0,0,0,0,0,0,0,390,48.4%,416,51.6%,752,93.3%,15,1.9%,30,3.7%,0,0.0%,9,1.1%,98,12.2%,295,36.6%,806,100.0%
02M042,P.S. 042 Benjamin Altman,2012-13,820,36,149,132,144,119,125,115,0,0,0,0,0,0,0,393,47.9%,427,52.1%,772,94.1%,8,1.0%,28,3.4%,1,0.1%,11,1.3%,98,12.0%,286,34.9%,820,100.0%
02M042,P.S. 042 Benjamin Altman,2013-14,792,36,101,150,129,136,116,124,0,0,0,0,0,0,0,362,45.7%,430,54.3%,741,93.6%,10,1.3%,26,3.3%,0,0.0%,15,1.9%,106,13.4%,239,30.2%,792,100.0%
02M042,P.S. 042 Benjamin Altman,2014-15,776,36,105,104,139,135,133,124,0,0,0,0,0,0,0,358,46.1%,418,53.9%,716,92.3%,7,0.9%,29,3.7%,4,0.5%,20,2.6%,102,13.1%,219,28.2%,776,100.0%
02M047,47 The American Sign Language and English Secondar,2010-11,157,0,0,0,0,0,0,0,0,0,0,53,53,29,22,92,58.6%,65,41.4%,4,2.5%,51,32.5%,88,56.1%,0,0.0%,14,8.9%,56,35.7%,15,9.6%,127,80.9%
02M047,47 The American Sign Language and English Secondar,2011-12,174,0,0,0,0,0,0,0,0,0,0,50,63,38,23,100,57.5%,74,42.5%,3,1.7%,56,32.2%,103,59.2%,1,0.6%,11,6.3%,67,38.5%,14,8.0%,143,82.2%
02M047,47 The American Sign Language and English Secondar,2012-13,189,0,0,0,0,0,0,0,0,0,0,66,46,46,31,106,56.1%,83,43.9%,7,3.7%,50,26.5%,121,64.0%,1,0.5%,10,5.3%,67,35.4%,16,8.5%,161,85.2%
02M047,47 The American Sign Language and English Secondar,2013-14,184,0,0,0,0,0,0,0,0,0,0,43,69,29,43,110,59.8%,74,40.2%,5,2.7%,49,26.6%,120,65.2%,2,1.1%,8,4.3%,59,32.1%,13,7.1%,155,84.2%
02M047,47 The American Sign Language and English Secondar,2014-15,169,0,0,0,0,0,0,0,0,0,0,44,50,68,7,109,64.5%,60,35.5%,2,1.2%,48,28.4%,109,64.5%,1,0.6%,9,5.3%,41,24.3%,11,6.5%,141,83.4%
02M051,P.S. 051 Elias Howe,2010-11,339,18,47,57,61,56,47,53,0,0,0,0,0,0,0,159,46.9%,180,53.1%,53,15.6%,39,11.5%,190,56.0%,8,2.4%,49,14.5%,65,19.2%,52,15.3%,339,100.0%
02M051,P.S. 051 Elias Howe,2011-12,288,0,41,44,42,51,61,49,0,0,0,0,0,0,0,128,44.4%,160,55.6%,46,16.0%,38,13.2%,161,55.9%,11,3.8%,32,11.1%,73,25.3%,43,14.9%,288,100.0%
02M051,P.S. 051 Elias Howe,2012-13,274,0,47,37,38,43,49,60,0,0,0,0,0,0,0,123,44.9%,151,55.1%,48,17.5%,29,10.6%,156,56.9%,11,4.0%,30,10.9%,81,29.6%,29,10.6%,274,100.0%
02M051,P.S. 051 Elias Howe,2013-14,304,18,51,44,44,43,45,59,0,0,0,0,0,0,0,141,46.4%,163,53.6%,59,19.4%,40,13.2%,151,49.7%,10,3.3%,44,14.5%,93,30.6%,36,11.8%,304,100.0%
02M051,P.S. 051 Elias Howe,2014-15,350,36,53,55,46,57,54,49,0,0,0,0,0,0,0,172,49.1%,178,50.9%,74,21.1%,43,12.3%,166,47.4%,7,2.0%,60,17.1%,88,25.1%,39,11.1%,350,100.0%
02M059,P.S. 059 Beekman Hill International,2010-11,502,0,99,97,90,85,67,64,0,0,0,0,0,0,0,240,47.8%,262,52.2%,64,12.7%,23,4.6%,85,16.9%,30,6.0%,300,59.8%,81,16.1%,43,8.6%,100,19.9%
02M059,P.S. 059 Beekman Hill International,2011-12,520,0,76,97,101,90,87,69,0,0,0,0,0,0,0,246,47.3%,274,52.7%,70,13.5%,27,5.2%,81,15.6%,35,6.7%,307,59.0%,73,14.0%,47,9.0%,85,16.3%
02M059,P.S. 059 Beekman Hill International,2012-13,593,0,117,100,99,100,93,84,0,0,0,0,0,0,0,280,47.2%,313,52.8%,76,12.8%,19,3.2%,93,15.7%,46,7.8%,359,60.5%,80,13.5%,46,7.8%,93,15.7%
02M059,P.S. 059 Beekman Hill International,2013-14,598,0,95,116,102,92,103,90,0,0,0,0,0,0,0,287,48.0%,311,52.0%,66,11.0%,18,3.0%,93,15.6%,48,8.0%,373,62.4%,96,16.1%,40,6.7%,72,12.0%
02M059,P.S. 059 Beekman Hill International,2014-15,596,0,104,89,110,98,94,101,0,0,0,0,0,0,0,273,45.8%,323,54.2%,78,13.1%,14,2.3%,85,14.3%,59,9.9%,360,60.4%,98,16.4%,30,5.0%,65,10.9%
02M077,P.S. 77 Lower Lab School,2010-11,352,0,52,63,59,59,62,57,0,0,0,0,0,0,0,191,54.3%,161,45.7%,56,15.9%,11,3.1%,31,8.8%,14,4.0%,240,68.2%,52,14.8%,0,0.0%,26,7.4%
02M077,P.S. 77 Lower Lab School,2011-12,351,0,49,61,62,63,56,60,0,0,0,0,0,0,0,193,55.0%,158,45.0%,52,14.8%,11,3.1%,29,8.3%,18,5.1%,241,68.7%,51,14.5%,0,0.0%,20,5.7%
02M077,P.S. 77 Lower Lab School,2012-13,350,0,50,59,61,63,63,54,0,0,0,0,0,0,0,188,53.7%,162,46.3%,62,17.7%,5,1.4%,26,7.4%,25,7.1%,232,66.3%,47,13.4%,0,0.0%,20,5.7%
02M077,P.S. 77 Lower Lab School,2013-14,348,0,49,60,60,60,62,57,0,0,0,0,0,0,0,188,54.0%,160,46.0%,74,21.3%,3,0.9%,26,7.5%,28,8.0%,217,62.4%,44,12.6%,0,0.0%,23,6.6%
02M077,P.S. 77 Lower Lab School,2014-15,350,0,52,59,62,60,55,62,0,0,0,0,0,0,0,184,52.6%,166,47.4%,79,22.6%,3,0.9%,22,6.3%,28,8.0%,218,62.3%,44,12.6%,0,0.0%,17,4.9%
02M089,P.S. 89,2010-11,523,32,74,61,104,82,96,74,0,0,0,0,0,0,0,259,49.5%,264,50.5%,92,17.6%,21,4.0%,52,9.9%,38,7.3%,320,61.2%,89,17.0%,26,5.0%,44,8.4%
02M089,P.S. 89,2011-12,531,34,92,72,55,104,78,96,0,0,0,0,0,0,0,257,48.4%,274,51.6%,87,16.4%,17,3.2%,64,12.1%,27,5.1%,336,63.3%,76,14.3%,20,3.8%,36,6.8%
